order,mod,packageId,defName,label,techLevel,baseCost,techprints,tab,bench,facilities,prerequisites,file
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_Plasteel,Mithril,Medieval,4000,0,DankPyon_MedievalResearchTab,DankPyon_AdvancedResearchBench,,DankPyon_Engineering;DankPyon_Steel,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_Tar,tar,Medieval,400,0,DankPyon_MedievalResearchTab,,,DankPyon_Alchemy,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_Gunpowder,gunpowder,Medieval,1000,0,DankPyon_MedievalResearchTab,,,DankPyon_Alchemy,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_ProtectiveClothing,protective clothing,Medieval,1000,0,DankPyon_MedievalResearchTab,,,ComplexClothing,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_ChainArmor,chain armor,Medieval,1500,0,DankPyon_MedievalResearchTab,,,DankPyon_ProtectiveClothing,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_HuntingBow,hunting bow,Medieval,500,0,DankPyon_MedievalResearchTab,,,RecurveBow,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_WarBow,war bow,Medieval,700,0,DankPyon_MedievalResearchTab,,,Greatbow,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_BasicPolearms,basic polearms,Medieval,300,0,DankPyon_MedievalResearchTab,,,Smithing,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_MilitaryPolearms,military polearms,Medieval,600,0,DankPyon_MedievalResearchTab,,,DankPyon_BasicPolearms,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_NoblePolearms,noble polearms,Medieval,1000,0,DankPyon_MedievalResearchTab,,,DankPyon_MilitaryPolearms,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_BasicMaces,basic maces,Medieval,300,0,DankPyon_MedievalResearchTab,,,Smithing,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_MilitaryMaces,military maces,Medieval,600,0,DankPyon_MedievalResearchTab,,,DankPyon_BasicMaces,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_NobleMaces,noble maces,Medieval,1000,0,DankPyon_MedievalResearchTab,,,DankPyon_MilitaryMaces,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_BasicBlades,basic blades,Medieval,300,0,DankPyon_MedievalResearchTab,,,Smithing,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_MilitaryBlades,military blades,Medieval,600,0,DankPyon_MedievalResearchTab,,,DankPyon_BasicBlades,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_BasicAgriculture,basic agriculture,Neolithic,300,0,DankPyon_MedievalResearchTab,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_IntermediateAgriculture,intermediate agriculture,Medieval,400,0,DankPyon_MedievalResearchTab,,,DankPyon_BasicAgriculture,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_AdvancedAgriculture,advanced agriculture,Medieval,600,0,DankPyon_MedievalResearchTab,,,DankPyon_IntermediateAgriculture,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_TreeGriffonBerry,griffon berry,Medieval,900,0,DankPyon_MedievalResearchTab,,,Cocoa;DankPyon_AdvancedAgriculture,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_PlowedSoil,plowed soil,Neolithic,300,0,DankPyon_MedievalResearchTab,,,DankPyon_BasicAgriculture,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_BasicCooking,basic cooking,Neolithic,400,0,DankPyon_MedievalResearchTab,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_IntermediateCooking,intermediate cooking,Medieval,400,0,DankPyon_MedievalResearchTab,,,DankPyon_BasicCooking,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_AdvancedCooking,advanced cooking,Medieval,800,0,DankPyon_MedievalResearchTab,,,DankPyon_IntermediateCooking,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_Smoker,smoker,Medieval,600,0,DankPyon_MedievalResearchTab,,,DankPyon_BasicCooking,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_Grill,grill,Medieval,200,0,DankPyon_MedievalResearchTab,,,DankPyon_BasicCooking,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_StewPot,stews,Medieval,300,0,DankPyon_MedievalResearchTab,,,DankPyon_BasicCooking,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_Oven,baking,Medieval,600,0,DankPyon_MedievalResearchTab,,,DankPyon_BasicCooking,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
66,Medieval Overhaul,dankpyon.medieval.overhaul,DankPyon_AdornedArmor,Adorned armor,Medieval,1500,0,DankPyon_MedievalResearchTab,,,NobleApparel,1.6\Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
68,Vanilla Cooking Expanded,vanillaexpanded.vcooke,VCE_CondimentsResearch,food condiments,Neolithic,500,0,VCE_Cooking,,,,1.6\Defs\ResearchProjectDefs\Research.xml
68,Vanilla Cooking Expanded,vanillaexpanded.vcooke,VCE_SoupCooking,soup cooking,Industrial,400,0,VCE_Cooking,,,Electricity,1.6\Defs\ResearchProjectDefs\Research.xml
68,Vanilla Cooking Expanded,vanillaexpanded.vcooke,VCE_Grilling,grilling,Medieval,400,0,VCE_Cooking,,,Smithing,1.6\Defs\ResearchProjectDefs\Research.xml
68,Vanilla Cooking Expanded,vanillaexpanded.vcooke,VCE_DeepFrying,deep frying,Industrial,600,0,VCE_Cooking,,,Electricity,1.6\Defs\ResearchProjectDefs\Research.xml
68,Vanilla Cooking Expanded,vanillaexpanded.vcooke,VCE_Canning,canning,Industrial,600,0,VCE_Cooking,,,Electricity,1.6\Defs\ResearchProjectDefs\Research.xml
68,Vanilla Cooking Expanded,vanillaexpanded.vcooke,VCE_CheeseMaking,cheese making,Medieval,750,0,VCE_Cooking,,,,1.6\Defs\ResearchProjectDefs\Research.xml
69,Vanilla Cooking Expanded - Stews,vanillaexpanded.vcookestews,VCE_StewCooking,stew cooking,Medieval,300,0,VCE_Cooking,,,,1.6\Defs\ResearchProjectDefs\Research.xml
